user_id,gender,age_group
755fcfbd-4c9a-4e51-8802-6c696d4ec533,M,25-34
ff7a8cac-9c6c-439f-82c2-aa6f495cc364,M,50-XX
65836ff6-733d-4e54-a071-6862543cd48e,M,35-49
a7a8fdae-805b-4343-91dd-ac1dcf922b51,M,50-XX
ad667909-5df9-4a1e-bee8-22903c74c2fb,M,25-34
144dea92-22bc-4c36-a675-b5ca7334557b,F,25-34
a40ef5d5-8c7f-433c-9416-f70c84a681b2,F,25-34
02d53a28-c464-49a2-93a6-42f408b0204c,F,18-24
9dcab515-0483-48e5-8f71-2abf80422056,M,18-24
fb6521bc-d285-4b89-8691-48a3d4a0caf8,F,18-24
809b7688-9750-4d59-8de2-a31c7c3d2162,M,18-24
befe8fb9-daf0-4612-8a79-640b7b5bd22f,M,35-49
b2956aab-422c-4887-b87a-42f0d36f4761,F,35-49
e01cca75-63fa-44a3-9edb-3b002b38fc71,F,25-34
db565727-da37-44d7-b9c3-7e32c9d90071,F,18-24
f2a12957-4b11-4508-90e7-f1254bff9da4,F,35-49
48035b35-f3b0-4794-99a5-fa0b1f0f6b40,F,35-49
afb8b7f9-6fce-47c9-a4d6-00826ac9bba6,M,50-XX
bf521810-ea23-4d71-90a9-02f6f630fc88,F,50-XX
13e5d95e-fc92-40a1-a251-5eb2d50c4d5c,F,18-24
d603e3f3-1344-4d69-b10a-ec02aa8074e1,F,35-49
3f33b755-47f9-4aae-9649-ab0b8feca72a,M,18-24
18ca1a2d-3fe5-42b0-b75e-cd3955baec15,M,25-34
99a40daa-befc-4876-9818-4865690c0d70,M,25-34
067b0dab-4394-46ed-a3c7-3a47581eb68b,F,25-34
2a3c42e5-1217-49cd-8a89-7d6fa202c159,F,25-34
9bd4ea72-6275-4e22-be3f-1348f2d4a119,F,50-XX
ee3d2276-1a81-4669-ac72-9b360cd79e5b,F,25-34
34f79142-e529-4263-a7ab-6bbba62063d8,M,18-24
d4c5c059-c450-42d5-b755-8082b921925c,M,18-24
07eaee75-1229-44db-be83-04d8f4a28110,M,25-34
9823ea62-a1d9-49ae-81d4-f9f640d991b2,F,25-34
bbea6291-1bc7-41e4-a4f3-d80e44cea521,F,25-34
1ecca185-4b6b-436d-905b-f3bfa09de130,F,25-34
ce1cf259-713b-40ad-9000-d287dc6e22aa,F,18-24
07cbb8f3-7e1c-4998-b4da-d68e0e81d41f,F,25-34
2c51c90e-c93f-44a3-923d-2c6cee737bad,M,25-34
c142912a-0f4b-41ac-a04e-28822e2c0b6e,F,25-34
cab5fc4b-3823-4743-b698-339d23d6b47b,M,35-49
897895c9-340f-4a2f-89ad-d66e6f42a2c5,F,25-34
7bcdc645-ef46-495d-979f-6cb32ba395ad,M,25-34
170419e7-3440-41e1-8022-13c750a79f49,M,35-49
98680a16-008a-48a8-884e-af3a73e45f09,M,18-24
d322e857-9259-47c6-80bd-5a8269fba091,F,18-24
bcc551da-2e4f-43b8-8f1d-c7e27bb4f9a6,F,35-49
93773294-5ef6-4b76-8d2c-b9a58eaf8e46,M,25-34
3ea0fd5e-d7aa-41b3-bd4a-08ecab713081,M,50-XX
606a43b9-42a3-4c4e-a762-5d189854d61a,M,25-34
17edb4e0-2f24-4f30-a744-198c9c5d51c8,M,25-34
c0576952-31e6-4113-b309-e293f216f84b,M,35-49
0aa1b46b-69b1-4e38-ad93-551ca756fccb,M,25-34
49488f97-a973-4941-880e-dbee95f6cf85,F,35-49
6b957c79-0517-48f4-b807-0acd50f057b5,M,25-34
e9a2d8ba-88c3-4b24-b8a8-e67bdeea48ec,M,25-34
5b6c3966-3a15-4a2d-809d-7fe8a60014d0,M,18-24
f374a81c-68c7-4e60-830c-577ade23ea60,F,18-24
6dc7d00d-b6a3-4d8c-b030-fb9b05dc35d7,M,18-24
94e33071-3480-4b07-8d33-cfce5170275c,F,25-34
2d81a9cf-ee2c-4d4d-b87c-9f2f143e0433,M,35-49
ab166aa3-7e89-45ab-9cc6-12b2c0c68a21,M,25-34
ce296ece-855c-40c8-a684-2f5d05e5bfed,M,35-49
2a5a411b-0753-444a-98b8-b37602a61f3f,F,25-34
e4ce3b69-c0c7-47e6-92be-85e6a16c87d8,F,25-34
1d7243c4-e2d6-4aff-8bdf-b542a72504fa,M,35-49
32ff7e26-67cc-44c1-8908-c0e287f21206,M,25-34
04676fe7-36a2-400e-baa5-c53795b9354f,M,25-34
485059db-4438-41f7-8d58-c8b9de5c391c,M,25-34
6c2d0ec4-997c-4cdf-9bdd-9325bb075ce6,F,25-34
65bcea2b-7ef4-48ad-9080-23935be26a66,M,18-24
05164311-5003-45b8-bf5e-70b24bcfac43,M,25-34
1babe375-47ba-4be2-8c29-a44c4af0bf32,M,25-34
90f28373-705b-43cb-afcc-c660ccc284ef,F,18-24
fd7ca1e5-0e01-45be-a0f4-41dffc990a0c,F,50-XX
b29eff2a-886c-4694-b6ef-1e871154a612,M,25-34
f5fa3e36-a357-4ce0-a8e0-76b88b9aa2a4,M,25-34
f2ab39c3-8bcb-43ac-ad46-6d09e456f1ea,M,25-34
70c91c50-cc4b-421c-96ef-6fac12804328,F,35-49
915d95e3-c2de-4975-8224-8cf4284ae8c2,M,18-24
857f3362-c2ac-4c50-b44a-dd2b77fdb7b5,F,50-XX
fa48e555-ef1c-4322-9be0-b99bce6096bb,F,35-49
1b5188b2-904f-4ea7-8116-e4616477d60b,F,25-34
09c60d3d-b955-4234-91d9-f17421965e05,F,25-34
707ac6f8-e963-4035-868f-d6c36ba9086f,M,35-49
fb230c51-88ff-44f7-95ae-4a54121e3c74,F,25-34
6337fe77-e0ec-444b-8595-b8a061b3f558,F,18-24
89830905-bdb4-4b6f-a704-64db6b769abd,F,35-49
cc0d1ee8-920a-457f-a75d-edb8c148bc06,M,50-XX
21525cbc-2452-41d1-8bdd-27ff6ebbf411,F,18-24
065877b7-1e68-423a-acbd-b58a75f50f9e,M,18-24
9d839e15-512c-4c2d-aaaa-693aeec6d0c6,F,35-49
007cec5b-5eb7-433c-a15b-e16fb2cb4de1,F,18-24
124e337e-9bde-4798-9a59-80c40c4b8912,F,35-49
bfcb2baf-c117-40fa-86c4-4c614e7c74a0,M,25-34
015f2a45-47f5-48bf-904c-264acc3475df,F,18-24
