sample_id,user_id,user_text_preview,predicted_traits,explanation_summary,groundedness,helpfulness,consistency,rater_name,notes
11,cd2212cd-c54c-4979-aba7-8c0f43d017e9,"left wondering if caffeine shots can be injected or not #tired thanks, @user ! @user so, did you try the recipe? did you sleep? to mcflurry or not to mcflurry, is that even a question? @user congratul...","{""open"": 0.3957235813140869, ""conscientious"": 0.291501522064209, ""extroverted"": 0.12369437515735626, ""agreeable"": 0.03497464582324028, ""stable"": 0.0}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,3,4,5,Expert_AI,Auto-labeled (baseline)
12,d349ae7a-c5e4-4a92-8536-84009e03319f,Episodic memory involves a mental time travel to the past & to the future w/ the feeling that the experience has happened/will happen to me 3-year-olds exhibited evidence of both episodic memory and e...,"{""open"": 0.20471453666687012, ""conscientious"": 0.4140985310077667, ""extroverted"": 0.07581788301467896, ""agreeable"": 0.49977079033851624, ""stable"": 0.27935296297073364}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,3,5,4,Expert_AI,Auto-labeled (baseline)
13,b90df535-3585-40ac-b6ac-59ef4fdab88d,twit <--> fb http -connect or not to connect accounts? #thisisthequestion #twitter #social #plugin added @user workshop on computational personality recogniton http #icwsm via @user #wcpr13 @user #icw...,"{""open"": 0.30876854062080383, ""conscientious"": 0.2723977267742157, ""extroverted"": 0.12770336866378784, ""agreeable"": 0.24915242195129395, ""stable"": 0.37199464440345764}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,3,4,4,Expert_AI,Auto-labeled (baseline)
14,83503d6c-8164-41a9-8f29-b7f80fa5ce1f,"Quiero THIS fucking shit: http ""The closer you get to light, the greater your shadow becomes."" ""Opinions are like orgasms: mine matters most, and I really don't care if you have one."" Sylvia Plath ""Fi...","{""open"": 0.1520799845457077, ""conscientious"": 0.09649451076984406, ""extroverted"": 0.09386850148439407, ""agreeable"": 0.11778754740953445, ""stable"": 0.0}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,4,4,4,Expert_AI,Auto-labeled (baseline)
15,adb8c186-16aa-4094-8176-243d0293341c,"@user Are we talking you not subscribing to his twitch, or him having to pay you to be in the Co-Optional? @user Atari's Rollercoaster Tycoon games don't even -have- a demo. I'd rather have 30 free po...","{""open"": 0.4353872835636139, ""conscientious"": 0.14809514582157135, ""extroverted"": 0.23539893329143524, ""agreeable"": 0.18575073778629303, ""stable"": 0.2763758897781372}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,4,4,3,Expert_AI,Auto-labeled (baseline)
16,e2e368d7-f06d-4d9a-b3a9-a07200f76c53,@user @user tsssss yo tan Anthony ;) @user and your sis :) @user YOOO TAMBIEN!! @user Meee too. Ahorita no tengo whats pero si quieres te doy mi num. @user who? @user Woooooman no podreee ir! Puedes i...,"{""open"": 0.060177795588970184, ""conscientious"": 0.024834580719470978, ""extroverted"": 0.007530713453888893, ""agreeable"": 0.08195743709802628, ""stable"": 0.0}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,5,5,5,Expert_AI,Auto-labeled (baseline)
17,e2f3a76a-2368-40d8-b510-c97e41d3c16e,"Applying Data Analytics to #Education, Panorama Wins Mark #Zuckerberg 's First Public Angel #Investment http It doesn’t take 10,000 hours to learn a new #skill. It takes 20. And here’s how… http #mooc...","{""open"": 0.3000473976135254, ""conscientious"": 0.17283867299556732, ""extroverted"": 0.0, ""agreeable"": 0.0833461806178093, ""stable"": 0.2258862406015396}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,4,5,5,Expert_AI,Auto-labeled (baseline)
18,ab5007b7-4779-41a1-8d8f-c223a2cf49b4,"@user I can do the same that Neymar in Brazil. It's not a serius champions... Defenders don't know how defend! @user con Twitter... Que se caguen @user y @user This is Mordor! @user http City-Everton,...","{""open"": 0.14273209869861603, ""conscientious"": 0.1020425334572792, ""extroverted"": 0.06367971748113632, ""agreeable"": 0.1599629670381546, ""stable"": 0.08795566856861115}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,4,4,4,Expert_AI,Auto-labeled (baseline)
19,11c285a3-599c-4fa4-a166-76cccd5b2478,@user @user not sure if there are notes for this particular presentation but anne's website has stuff: http @user @user thanks I think *smh* #nonethewiser @user just reminded me of this bit of Workeri...,"{""open"": 0.49119633436203003, ""conscientious"": 0.2508566677570343, ""extroverted"": 0.14052456617355347, ""agreeable"": 0.1131998673081398, ""stable"": 0.0}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,5,5,4,Expert_AI,Auto-labeled (baseline)
20,2a0493e9-c56f-495b-8267-86af38f83555,#444 - Give me straight line. (Courtesy of C. Schiavi) - Dammi retta http #445 - High ringing. (Courtesy of A. Castelletti) - Altisonante http #447 - God liking. (Courtesy of M. Battiston) - A Dio pia...,"{""open"": 0.05601756274700165, ""conscientious"": 0.0695759654045105, ""extroverted"": 0.20153723657131195, ""agreeable"": 0.17627836763858795, ""stable"": 0.4180363416671753}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,3,5,5,Expert_AI,Auto-labeled (baseline)
21,e9254409-1af6-480a-a996-6bf55560d9f7,"Why is it illegal to park in a handicapped parking space but its ok to use a handicapped toilet? In that song, she'll be coming around the mountain, who is she? #TeenNickTop10 Best Song Ever by @user ...","{""open"": 0.39350587129592896, ""conscientious"": 0.3161371052265167, ""extroverted"": 0.15106192231178284, ""agreeable"": 0.2561703026294708, ""stable"": 0.07253794372081757}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,4,4,5,Expert_AI,Auto-labeled (baseline)
22,ae414abd-cd83-4f0d-bc8c-d0a34a0071a3,"""@user: That boner came at the wrong time ???? http HELP I'M DYING Oh Taye Diggs. What u doing with me. @user JA WIE IS DAT. HIJ VOLGT MIJ INEENS OP TWITTER EN INSTAGRAM @user but I can shake shake sh...","{""open"": 0.25932812690734863, ""conscientious"": 0.10135293006896973, ""extroverted"": 0.1551743447780609, ""agreeable"": 0.2421162724494934, ""stable"": 0.14880739152431488}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,4,4,4,Expert_AI,Auto-labeled (baseline)
23,1ed443b9-afda-47f8-a3cf-3341e174d9a3,"#Turing trying the eleventh doodle machine!!! via @user RT: @user: What is an open notebook? Advocate @user explains: http #Turing and tomorrow, Hoare and Knuth among others... The Church (1988) Desti...","{""open"": 0.0, ""conscientious"": 0.09762009233236313, ""extroverted"": 0.2898304760456085, ""agreeable"": 0.066251240670681, ""stable"": 0.12199568003416061}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,5,5,5,Expert_AI,Auto-labeled (baseline)
24,98ae4949-8a9c-481c-911c-a3fa49eea244,Educational apps are the second-most downloaded in #iTunes of all categories. #mobilelearning #edtech #3D printing practical application in schools: #archeology @user and #astronomy #business #compute...,"{""open"": 0.29060113430023193, ""conscientious"": 0.2223685085773468, ""extroverted"": 0.0, ""agreeable"": 0.14299389719963074, ""stable"": 0.2308638095855713}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,4,4,4,Expert_AI,Auto-labeled (baseline)
25,88c6136e-f2bf-4095-8520-0d1717cd6791,"I posted 4 photos on Facebook in the album ""Rome"" http I posted 2 photos on Facebook in the album ""Rome"" http I posted 4 photos on Facebook in the album ""Rome"" http I posted 4 photos on Facebook in th...","{""open"": 0.33416104316711426, ""conscientious"": 0.32309749722480774, ""extroverted"": 0.37828728556632996, ""agreeable"": 0.4128420352935791, ""stable"": 0.41504865884780884}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,5,4,3,Expert_AI,Auto-labeled (baseline)
26,eccde39e-dbb6-462c-a1a9-cdd354ef24fc,Everyone's still in school AND IM BORED Shouldn't you be learning @user @user is lunch fun :) All Josie does is send me videos of her on vacation while I'm sitting here doing homework :))))) Zoe said ...,"{""open"": 0.07912465929985046, ""conscientious"": 0.06326558440923691, ""extroverted"": 0.07301288098096848, ""agreeable"": 0.13703680038452148, ""stable"": 0.1242779865860939}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,3,4,5,Expert_AI,Auto-labeled (baseline)
27,0e75a95b-1dc9-4f7e-8fd0-6c1303b43050,MT @user: how #OA ultimately improves scientific knowledge http > telepathy reviewed by @user Desimone presents the Neuronal Chorus of Attention > The Anatomy of Attention http Overhyped and concentra...,"{""open"": 0.20200122892856598, ""conscientious"": 0.4052940011024475, ""extroverted"": 0.08202116936445236, ""agreeable"": 0.43698352575302124, ""stable"": 0.3312162160873413}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,4,4,4,Expert_AI,Auto-labeled (baseline)
28,6f5f5740-6cfc-4c95-bbfd-c50074513a06,"Zoom H1, firmware 2.0 enables it to be used as USB audio interface http I just unlocked the ""Shutterbug"" badge on @user for adding photos to my check-ins. Say cheese! http @user you're welcome Un capo...","{""open"": 0.21601973474025726, ""conscientious"": 0.2744845747947693, ""extroverted"": 0.22967582941055298, ""agreeable"": 0.30287596583366394, ""stable"": 0.30220335721969604}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,5,4,3,Expert_AI,Auto-labeled (baseline)
29,8db4254a-8c1b-4e7d-93ec-96907253362d,"“To have a great idea, have a lot of them.” — Thomas Edison Jack frost (@user IDEAL Cityplex w/ 2 others) [pic]: http @user thanks :D Zero voglia di lavorare... (@user New York Company) http “Everythi...","{""open"": 0.13380086421966553, ""conscientious"": 0.2784455716609955, ""extroverted"": 0.21995995938777924, ""agreeable"": 0.213673934340477, ""stable"": 0.3429257869720459}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,3,5,4,Expert_AI,Auto-labeled (baseline)
30,503d55bc-f42c-44b9-8b38-2b3e132a4d07,"Can't blame it, being in the club, collecting all that love. I don't want nobody but you kissing on my tattoos. I don't want nobody but me, talking to you until you fall asleep. But we better stop, be...","{""open"": 0.21729549765586853, ""conscientious"": 0.12114067375659943, ""extroverted"": 0.22357213497161865, ""agreeable"": 0.12213220447301865, ""stable"": 0.262035071849823}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,3,3,4,Expert_AI,Auto-labeled (baseline)
31,fd7c89ad-deb5-4445-99c5-bf4c698ee371,@user sactan ne haber? Aurora borealis icin yasiyorum. @user fuck that shit! sadece windows aaarrrrrgghhh The Big Armutski #filmisimleriniarmutladegistir RT @user garfunkel sounds weirder and weirder ...,"{""open"": 0.22670257091522217, ""conscientious"": 0.01296036597341299, ""extroverted"": 0.034950412809848785, ""agreeable"": 0.21409673988819122, ""stable"": 0.31698015332221985}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,3,4,5,Expert_AI,Auto-labeled (baseline)
32,dd453533-94b0-4195-9760-f32d297d8951,The #italian #trash strikes again! ---> http via @user Just posted a photo http I just ousted Alessandro C. as the mayor of Done! on @user! http Did you know freedom exists In a school book? Did you k...,"{""open"": 0.11060413718223572, ""conscientious"": 0.11666827648878098, ""extroverted"": 0.23968957364559174, ""agreeable"": 0.15498052537441254, ""stable"": 0.323915958404541}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,4,4,4,Expert_AI,Auto-labeled (baseline)
33,c2253559-eb87-44ac-9a0b-a1d1a0cdfd48,"Well then that was interesting.... I can not wait! So nervous, but even more excited! ""Sonds Sexual..."" @user ...Ya know? @user http I think I'm sick :( Finally caught up!!!!!!! :D Ready? 1 hour, 45 m...","{""open"": 0.2964702844619751, ""conscientious"": 0.3268100321292877, ""extroverted"": 0.16322821378707886, ""agreeable"": 0.043028656393289566, ""stable"": 0.0}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,3,4,3,Expert_AI,Auto-labeled (baseline)
34,b5cabb17-22cb-4e38-9047-ed4fb6fc18ad,"Besalu: snow free since 2007 A cremar tot lo d Munich - Frankfurt, que no wals poc... Double rainbow a montagut! Superconnected! http @user no tens tallats a l'armari. Ja ho he mirat. @user viciao! ht...","{""open"": 0.2299482226371765, ""conscientious"": 0.12275157868862152, ""extroverted"": 0.0904400423169136, ""agreeable"": 0.18649661540985107, ""stable"": 0.032514538615942}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,4,5,5,Expert_AI,Auto-labeled (baseline)
35,1aa8c430-853b-4bbc-b784-df4c88264ccd,"@user bahaha! unfortunately i'm not a tshirt person Mercy reunion at Olive Garden #traditions :) After 3 months of beating my head against a wall over this persuasion, I've finally had my ""aha!"" momen...","{""open"": 0.17753593623638153, ""conscientious"": 0.3159063756465912, ""extroverted"": 0.23424459993839264, ""agreeable"": 0.21307797729969025, ""stable"": 0.0}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,5,4,4,Expert_AI,Auto-labeled (baseline)
36,b172e999-3a20-499e-a109-c430dde40526,"uh, what? http I earned $0.28 with AdMob in two days :D Finally! XML formatting http XML editing http /via @user @user What is a Bait & Switch? http @user what are the delivery charges for Switzerland...","{""open"": 0.2488274872303009, ""conscientious"": 0.20932120084762573, ""extroverted"": 0.15699100494384766, ""agreeable"": 0.12965533137321472, ""stable"": 0.2611273527145386}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,3,3,3,Expert_AI,Auto-labeled (baseline)
37,5d719be8-9c09-435f-8dde-3253eb1b3191,"I'm at IKO (Modena, Italy) http The plasti Weekly is out! http ? Top stories today via @user @user @user ? Man On Fire by Edward Sharpe & The Magnetic Zeros http #soundtracking #stereoplasti #onair #m...","{""open"": 0.10711148381233215, ""conscientious"": 0.12686224281787872, ""extroverted"": 0.21413296461105347, ""agreeable"": 0.16039332747459412, ""stable"": 0.052805282175540924}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,4,4,5,Expert_AI,Auto-labeled (baseline)
38,61c4aca8-6e7f-4da3-9b30-1f99f7656189,"don't happy be worry someone please give this cat some bacon http due gatti #afterlight #milano #rooftop @user Milan, Italy http astro_kit's photo http #swag with @user haha @user IED MASTER http from...","{""open"": 0.12380774319171906, ""conscientious"": 0.12625600397586823, ""extroverted"": 0.20793241262435913, ""agreeable"": 0.2089611440896988, ""stable"": 0.0}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,3,5,3,Expert_AI,Auto-labeled (baseline)
39,b241472e-726a-4d12-aa9f-34c0a88b550e,"@user Rooojoooo fuiste a la Monster? Little things ? I know you ner love the sound of your voice on tape, you never want to know how much you weigh but you're perfect to me... Loving little things!!! ...","{""open"": 0.06527820974588394, ""conscientious"": 0.06621035933494568, ""extroverted"": 0.022807883098721504, ""agreeable"": 0.06232975050806999, ""stable"": 0.0}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,4,4,4,Expert_AI,Auto-labeled (baseline)
40,1cd73ab3-e945-4334-ac09-7a1bf62559ab,"We ain't picture perfect but we worth the picture still. Love yourself, girl, or nobody will. @user fast 6 ""@user: they killed it http Nothing really matters. ""@user: RT @user: WEEKEND ????"" ""@user: S...","{""open"": 0.22838318347930908, ""conscientious"": 0.18615034222602844, ""extroverted"": 0.5743405818939209, ""agreeable"": 0.0, ""stable"": 0.38542503118515015}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,3,4,3,Expert_AI,Auto-labeled (baseline)
41,d8e17534-cef7-4090-9d71-4be4fe9907d3,I am watching The Da Vinci Code . http #fashion editorials #forgetthem http via @user #magazine #photo #photography #style #curiosa (@user Modena Fiere w/ 2 others) http brrrrr!!! It's #winter time! #...,"{""open"": 0.1671510934829712, ""conscientious"": 0.161429762840271, ""extroverted"": 0.14243195950984955, ""agreeable"": 0.1663977950811386, ""stable"": 0.07871313393115997}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,3,4,4,Expert_AI,Auto-labeled (baseline)
42,b97f1cd0-d653-4a61-bd79-46ec6d10a404,"Still haven't found a clear copy of Haider ???? Yaay! Thank you ???? @user: ""@user: Still haven't found a clear copy of Haider ????"" it's on http Smart Cities http Governing Urban features and what ci...","{""open"": 0.32532382011413574, ""conscientious"": 0.279042512178421, ""extroverted"": 0.2788136601448059, ""agreeable"": 0.0741410031914711, ""stable"": 0.12689511477947235}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,5,4,4,Expert_AI,Auto-labeled (baseline)
43,dfef0bdb-0c0c-42f2-a171-0581e5552230,RT @user #FF @user - Japanese astronaut tweeting live from space. Twitpics the best pictures in the solar system! Libya starts to reconnect to net - http The Style Council / Boy who cried wolf http Re...,"{""open"": 0.15779152512550354, ""conscientious"": 0.14361846446990967, ""extroverted"": 0.2951565980911255, ""agreeable"": 0.057297687977552414, ""stable"": 0.10496162623167038}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,4,5,4,Expert_AI,Auto-labeled (baseline)
44,f707b0c7-f11f-480c-b859-c38ecfa201e2,Glamour Moddel ???? had to be one lol Did she just say she wouldn't do it for free ???????????????????????????? Did you see how she kissed Uncle ???????????????? Nah I'm take her round the corner uno ...,"{""open"": 0.19027572870254517, ""conscientious"": 0.03864111006259918, ""extroverted"": 0.3153296411037445, ""agreeable"": 0.23148009181022644, ""stable"": 0.3202013075351715}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,4,5,4,Expert_AI,Auto-labeled (baseline)
45,6a3addbf-f699-482d-ba2f-02248d52db95,The colleagues of our Competence Center 'The Future #Leadership Initiative' need your help to complete their Survey http Geweldig motto! :-) 'Don't ever let anyone dull your sparkle!' #LuckyGirl #Happ...,"{""open"": 0.23574796319007874, ""conscientious"": 0.29234763979911804, ""extroverted"": 0.3460509777069092, ""agreeable"": 0.2958649694919586, ""stable"": 0.48503828048706055}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,4,4,3,Expert_AI,Auto-labeled (baseline)
46,e27e308c-e187-4f8d-b4cb-d845f6c9203f,"Doing a little research for a book. Tell me something, please. What, in your opinion, makes a woman ""hot?"" (P.S.... http Another book research question: what makes your spouse or significant other att...","{""open"": 0.36724549531936646, ""conscientious"": 0.3542923033237457, ""extroverted"": 0.25583136081695557, ""agreeable"": 0.1909388303756714, ""stable"": 0.214494526386261}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,4,4,4,Expert_AI,Auto-labeled (baseline)
47,7d9dd568-738c-4c6d-9074-52b6fa9f6bb6,"#Diadelperro We're liars, poor liars trying to mystify one another Society doesn't recognize this kind of felicity :D We are poetry, we are floating creatures, sometimes happy! #purapinshipartymexican...","{""open"": 0.12854160368442535, ""conscientious"": 0.18055260181427002, ""extroverted"": 0.14785759150981903, ""agreeable"": 0.061484646052122116, ""stable"": 0.0034260181710124016}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,5,4,3,Expert_AI,Auto-labeled (baseline)
48,99710477-8e8f-4387-b228-d8cc1ca86d17,"Seeing some people giving highest importance to 'Love', I really feel surprised. Love is the last thing in my... http All girls are same. They try so much to show off that they care that at the end of...","{""open"": 0.2088487595319748, ""conscientious"": 0.025168396532535553, ""extroverted"": 0.18230880796909332, ""agreeable"": 0.2092851996421814, ""stable"": 0.20778292417526245}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,3,3,5,Expert_AI,Auto-labeled (baseline)
49,181ecaeb-78a9-4abe-94f5-08350a004af7,Time...commemorative issue http @user Great work!!!:):) I like this video by @user http I like this video by @user http I like this video by @user http @user I hope that Santos could win!!!! @user nev...,"{""open"": 0.2321019172668457, ""conscientious"": 0.32103273272514343, ""extroverted"": 0.20474714040756226, ""agreeable"": 0.17156365513801575, ""stable"": 0.23536288738250732}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,4,3,4,Expert_AI,Auto-labeled (baseline)
50,c99cf020-7a0c-4809-928a-374b1ee85dd8,U2 - 11 O'Clock Tick Tock: http MoA #U2newwave U2 - I Fall Down http #U2newwave @user I see what you did there. Nothing To Be Worried About Except Everything But You - Girless & The Orphan http via @u...,"{""open"": 0.34251874685287476, ""conscientious"": 0.09413635730743408, ""extroverted"": 0.1506151407957077, ""agreeable"": 0.06587079912424088, ""stable"": 0.35421988368034363}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,5,4,4,Expert_AI,Auto-labeled (baseline)
