sample_id,user_id,user_text_preview,predicted_traits,explanation_summary,groundedness,helpfulness,consistency,rater_name,notes
11,cd2212cd-c54c-4979-aba7-8c0f43d017e9,"left wondering if caffeine shots can be injected or not #tired thanks, @user ! @user so, did you try the recipe? did you sleep? to mcflurry or not to mcflurry, is that even a question? @user congratul...","{""open"": 0.26496786958692764, ""conscientious"": 0.1625902300122131, ""extroverted"": 0.1859292978032149, ""agreeable"": 0.13206423577569631, ""stable"": 0.18846923331153542}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,3,4,5,Expert_AI,Auto-labeled (sota)
12,d349ae7a-c5e4-4a92-8536-84009e03319f,Episodic memory involves a mental time travel to the past & to the future w/ the feeling that the experience has happened/will happen to me 3-year-olds exhibited evidence of both episodic memory and e...,"{""open"": 0.24325976672068297, ""conscientious"": 0.21474933963011203, ""extroverted"": 0.15442869056181333, ""agreeable"": 0.19258855682684237, ""stable"": 0.156633956329871}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,5,5,5,Expert_AI,Auto-labeled (sota)
13,b90df535-3585-40ac-b6ac-59ef4fdab88d,twit <--> fb http -connect or not to connect accounts? #thisisthequestion #twitter #social #plugin added @user workshop on computational personality recogniton http #icwsm via @user #wcpr13 @user #icw...,"{""open"": 0.26298136020428425, ""conscientious"": 0.20480010837452153, ""extroverted"": 0.1869005191859484, ""agreeable"": 0.16613044213958145, ""stable"": 0.1913348603487574}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,5,5,5,Expert_AI,Auto-labeled (sota)
14,83503d6c-8164-41a9-8f29-b7f80fa5ce1f,"Quiero THIS fucking shit: http ""The closer you get to light, the greater your shadow becomes."" ""Opinions are like orgasms: mine matters most, and I really don't care if you have one."" Sylvia Plath ""Fi...","{""open"": 0.238088501815337, ""conscientious"": 0.14506667919154614, ""extroverted"": 0.16501028528405587, ""agreeable"": 0.1168451138525967, ""stable"": 0.09011763989604228}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,5,5,5,Expert_AI,Auto-labeled (sota)
15,adb8c186-16aa-4094-8176-243d0293341c,"@user Are we talking you not subscribing to his twitch, or him having to pay you to be in the Co-Optional? @user Atari's Rollercoaster Tycoon games don't even -have- a demo. I'd rather have 30 free po...","{""open"": 0.322045735138442, ""conscientious"": 0.1344195123000298, ""extroverted"": 0.1648122800891949, ""agreeable"": 0.13203515728974036, ""stable"": 0.13644725126227905}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,5,5,5,Expert_AI,Auto-labeled (sota)
16,e2e368d7-f06d-4d9a-b3a9-a07200f76c53,@user @user tsssss yo tan Anthony ;) @user and your sis :) @user YOOO TAMBIEN!! @user Meee too. Ahorita no tengo whats pero si quieres te doy mi num. @user who? @user Woooooman no podreee ir! Puedes i...,"{""open"": 0.24432248119079597, ""conscientious"": 0.14552050744070621, ""extroverted"": 0.15845336266423646, ""agreeable"": 0.15972402546834205, ""stable"": 0.12097687646697271}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,3,5,5,Expert_AI,Auto-labeled (sota)
17,e2f3a76a-2368-40d8-b510-c97e41d3c16e,"Applying Data Analytics to #Education, Panorama Wins Mark #Zuckerberg 's First Public Angel #Investment http It doesn’t take 10,000 hours to learn a new #skill. It takes 20. And here’s how… http #mooc...","{""open"": 0.2681104074945445, ""conscientious"": 0.19875329880862375, ""extroverted"": 0.08132547335677907, ""agreeable"": 0.1316183592641763, ""stable"": 0.17713044090173963}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,4,5,5,Expert_AI,Auto-labeled (sota)
18,ab5007b7-4779-41a1-8d8f-c223a2cf49b4,"@user I can do the same that Neymar in Brazil. It's not a serius champions... Defenders don't know how defend! @user con Twitter... Que se caguen @user y @user This is Mordor! @user http City-Everton,...","{""open"": 0.2062877729137318, ""conscientious"": 0.15580520949616194, ""extroverted"": 0.1739493420698344, ""agreeable"": 0.14542890346301232, ""stable"": 0.11374352768115817}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,5,5,4,Expert_AI,Auto-labeled (sota)
19,11c285a3-599c-4fa4-a166-76cccd5b2478,@user @user not sure if there are notes for this particular presentation but anne's website has stuff: http @user @user thanks I think *smh* #nonethewiser @user just reminded me of this bit of Workeri...,"{""open"": 0.30621289778188493, ""conscientious"": 0.16431755474956178, ""extroverted"": 0.15645744870099054, ""agreeable"": 0.13171036226737598, ""stable"": 0.09737957453703813}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,5,5,5,Expert_AI,Auto-labeled (sota)
20,2a0493e9-c56f-495b-8267-86af38f83555,#444 - Give me straight line. (Courtesy of C. Schiavi) - Dammi retta http #445 - High ringing. (Courtesy of A. Castelletti) - Altisonante http #447 - God liking. (Courtesy of M. Battiston) - A Dio pia...,"{""open"": 0.1767308774838373, ""conscientious"": 0.14044977484400004, ""extroverted"": 0.19340585887609438, ""agreeable"": 0.16234531506833683, ""stable"": 0.24714445979224164}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,5,5,5,Expert_AI,Auto-labeled (sota)
21,e9254409-1af6-480a-a996-6bf55560d9f7,"Why is it illegal to park in a handicapped parking space but its ok to use a handicapped toilet? In that song, she'll be coming around the mountain, who is she? #TeenNickTop10 Best Song Ever by @user ...","{""open"": 0.29198340052036426, ""conscientious"": 0.19968486050836073, ""extroverted"": 0.15135431167857885, ""agreeable"": 0.1549830494443943, ""stable"": 0.055620622760326394}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,4,5,5,Expert_AI,Auto-labeled (sota)
22,ae414abd-cd83-4f0d-bc8c-d0a34a0071a3,"""@user: That boner came at the wrong time ???? http HELP I'M DYING Oh Taye Diggs. What u doing with me. @user JA WIE IS DAT. HIJ VOLGT MIJ INEENS OP TWITTER EN INSTAGRAM @user but I can shake shake sh...","{""open"": 0.24981783968543406, ""conscientious"": 0.1370090635231267, ""extroverted"": 0.18218067627716786, ""agreeable"": 0.1164617846144119, ""stable"": 0.12396400532612427}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,5,5,5,Expert_AI,Auto-labeled (sota)
23,1ed443b9-afda-47f8-a3cf-3341e174d9a3,"#Turing trying the eleventh doodle machine!!! via @user RT: @user: What is an open notebook? Advocate @user explains: http #Turing and tomorrow, Hoare and Knuth among others... The Church (1988) Desti...","{""open"": 0.18764552272668855, ""conscientious"": 0.14326138530436924, ""extroverted"": 0.18616169337367605, ""agreeable"": 0.12267652316881393, ""stable"": 0.14875802646963243}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,5,5,5,Expert_AI,Auto-labeled (sota)
24,98ae4949-8a9c-481c-911c-a3fa49eea244,Educational apps are the second-most downloaded in #iTunes of all categories. #mobilelearning #edtech #3D printing practical application in schools: #archeology @user and #astronomy #business #compute...,"{""open"": 0.2670310679169231, ""conscientious"": 0.1887483285377504, ""extroverted"": 0.09658049299705924, ""agreeable"": 0.13743519058198328, ""stable"": 0.17935769008924202}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,5,4,5,Expert_AI,Auto-labeled (sota)
25,88c6136e-f2bf-4095-8520-0d1717cd6791,"I posted 4 photos on Facebook in the album ""Rome"" http I posted 2 photos on Facebook in the album ""Rome"" http I posted 4 photos on Facebook in the album ""Rome"" http I posted 4 photos on Facebook in th...","{""open"": 0.23387602681890562, ""conscientious"": 0.18251284143356356, ""extroverted"": 0.19434272290149993, ""agreeable"": 0.19177801512187342, ""stable"": 0.17782592130695224}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,5,5,4,Expert_AI,Auto-labeled (sota)
26,eccde39e-dbb6-462c-a1a9-cdd354ef24fc,Everyone's still in school AND IM BORED Shouldn't you be learning @user @user is lunch fun :) All Josie does is send me videos of her on vacation while I'm sitting here doing homework :))))) Zoe said ...,"{""open"": 0.2498861910439437, ""conscientious"": 0.1437038441378026, ""extroverted"": 0.13496859576137282, ""agreeable"": 0.09908963885704482, ""stable"": 0.053441866577567096}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,5,5,5,Expert_AI,Auto-labeled (sota)
27,0e75a95b-1dc9-4f7e-8fd0-6c1303b43050,MT @user: how #OA ultimately improves scientific knowledge http > telepathy reviewed by @user Desimone presents the Neuronal Chorus of Attention > The Anatomy of Attention http Overhyped and concentra...,"{""open"": 0.23796092757196127, ""conscientious"": 0.21380129770040285, ""extroverted"": 0.16157924869912543, ""agreeable"": 0.21468420833339627, ""stable"": 0.17156187890587812}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,5,5,5,Expert_AI,Auto-labeled (sota)
28,6f5f5740-6cfc-4c95-bbfd-c50074513a06,"Zoom H1, firmware 2.0 enables it to be used as USB audio interface http I just unlocked the ""Shutterbug"" badge on @user for adding photos to my check-ins. Say cheese! http @user you're welcome Un capo...","{""open"": 0.24224381581112683, ""conscientious"": 0.18134874870910309, ""extroverted"": 0.17635987440517822, ""agreeable"": 0.14681486576918823, ""stable"": 0.21616029633735884}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,5,5,5,Expert_AI,Auto-labeled (sota)
29,8db4254a-8c1b-4e7d-93ec-96907253362d,"“To have a great idea, have a lot of them.” — Thomas Edison Jack frost (@user IDEAL Cityplex w/ 2 others) [pic]: http @user thanks :D Zero voglia di lavorare... (@user New York Company) http “Everythi...","{""open"": 0.183954202930333, ""conscientious"": 0.21997190521860038, ""extroverted"": 0.19087402159028685, ""agreeable"": 0.1657695211334282, ""stable"": 0.21432408260017902}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,4,5,5,Expert_AI,Auto-labeled (sota)
30,503d55bc-f42c-44b9-8b38-2b3e132a4d07,"Can't blame it, being in the club, collecting all that love. I don't want nobody but you kissing on my tattoos. I don't want nobody but me, talking to you until you fall asleep. But we better stop, be...","{""open"": 0.24805552422311034, ""conscientious"": 0.1318869690539922, ""extroverted"": 0.19177129142129457, ""agreeable"": 0.1566309739493618, ""stable"": 0.1562235748436498}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,5,5,5,Expert_AI,Auto-labeled (sota)
31,fd7c89ad-deb5-4445-99c5-bf4c698ee371,@user sactan ne haber? Aurora borealis icin yasiyorum. @user fuck that shit! sadece windows aaarrrrrgghhh The Big Armutski #filmisimleriniarmutladegistir RT @user garfunkel sounds weirder and weirder ...,"{""open"": 0.2455192518126809, ""conscientious"": 0.13560388269759882, ""extroverted"": 0.1562541226437101, ""agreeable"": 0.1062579263703072, ""stable"": 0.15321831941303116}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,3,5,5,Expert_AI,Auto-labeled (sota)
32,dd453533-94b0-4195-9760-f32d297d8951,The #italian #trash strikes again! ---> http via @user Just posted a photo http I just ousted Alessandro C. as the mayor of Done! on @user! http Did you know freedom exists In a school book? Did you k...,"{""open"": 0.1866130403942106, ""conscientious"": 0.16672605696084158, ""extroverted"": 0.22849964275964826, ""agreeable"": 0.19450389658130549, ""stable"": 0.2352512781763597}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,5,5,3,Expert_AI,Auto-labeled (sota)
33,c2253559-eb87-44ac-9a0b-a1d1a0cdfd48,"Well then that was interesting.... I can not wait! So nervous, but even more excited! ""Sonds Sexual..."" @user ...Ya know? @user http I think I'm sick :( Finally caught up!!!!!!! :D Ready? 1 hour, 45 m...","{""open"": 0.26283407308060824, ""conscientious"": 0.17241573406528204, ""extroverted"": 0.14180045886982567, ""agreeable"": 0.10411581349241207, ""stable"": 0.07833435006695773}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,5,5,5,Expert_AI,Auto-labeled (sota)
34,b5cabb17-22cb-4e38-9047-ed4fb6fc18ad,"Besalu: snow free since 2007 A cremar tot lo d Munich - Frankfurt, que no wals poc... Double rainbow a montagut! Superconnected! http @user no tens tallats a l'armari. Ja ho he mirat. @user viciao! ht...","{""open"": 0.21838334716187913, ""conscientious"": 0.13557202683284467, ""extroverted"": 0.16520062633329005, ""agreeable"": 0.15947296956266593, ""stable"": 0.12849201068295393}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,5,4,5,Expert_AI,Auto-labeled (sota)
35,1aa8c430-853b-4bbc-b784-df4c88264ccd,"@user bahaha! unfortunately i'm not a tshirt person Mercy reunion at Olive Garden #traditions :) After 3 months of beating my head against a wall over this persuasion, I've finally had my ""aha!"" momen...","{""open"": 0.27215940814468703, ""conscientious"": 0.1845333205212652, ""extroverted"": 0.13217919557777066, ""agreeable"": 0.12958293853538308, ""stable"": 0.020826100021308053}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,5,5,5,Expert_AI,Auto-labeled (sota)
36,b172e999-3a20-499e-a109-c430dde40526,"uh, what? http I earned $0.28 with AdMob in two days :D Finally! XML formatting http XML editing http /via @user @user What is a Bait & Switch? http @user what are the delivery charges for Switzerland...","{""open"": 0.26083260445894096, ""conscientious"": 0.15681007820093049, ""extroverted"": 0.18044342406077543, ""agreeable"": 0.13714916607816585, ""stable"": 0.13935565922177529}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,5,5,4,Expert_AI,Auto-labeled (sota)
37,5d719be8-9c09-435f-8dde-3253eb1b3191,"I'm at IKO (Modena, Italy) http The plasti Weekly is out! http ? Top stories today via @user @user @user ? Man On Fire by Edward Sharpe & The Magnetic Zeros http #soundtracking #stereoplasti #onair #m...","{""open"": 0.19613839128252003, ""conscientious"": 0.16884051925031968, ""extroverted"": 0.20334443549824, ""agreeable"": 0.17258240252666168, ""stable"": 0.10214948097747609}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,5,3,5,Expert_AI,Auto-labeled (sota)
38,61c4aca8-6e7f-4da3-9b30-1f99f7656189,"don't happy be worry someone please give this cat some bacon http due gatti #afterlight #milano #rooftop @user Milan, Italy http astro_kit's photo http #swag with @user haha @user IED MASTER http from...","{""open"": 0.22608771068431638, ""conscientious"": 0.1887214355817421, ""extroverted"": 0.19912166353942773, ""agreeable"": 0.16725933051843161, ""stable"": 0.1615702188151437}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,3,4,5,Expert_AI,Auto-labeled (sota)
39,b241472e-726a-4d12-aa9f-34c0a88b550e,"@user Rooojoooo fuiste a la Monster? Little things ? I know you ner love the sound of your voice on tape, you never want to know how much you weigh but you're perfect to me... Loving little things!!! ...","{""open"": 0.2247113319034455, ""conscientious"": 0.11322254039439404, ""extroverted"": 0.12289856429088485, ""agreeable"": 0.14429738734649708, ""stable"": 0.0395941520128833}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,5,4,5,Expert_AI,Auto-labeled (sota)
40,1cd73ab3-e945-4334-ac09-7a1bf62559ab,"We ain't picture perfect but we worth the picture still. Love yourself, girl, or nobody will. @user fast 6 ""@user: they killed it http Nothing really matters. ""@user: RT @user: WEEKEND ????"" ""@user: S...","{""open"": 0.2671665760615431, ""conscientious"": 0.1336544539660521, ""extroverted"": 0.22027302605349042, ""agreeable"": 0.1252385320551025, ""stable"": 0.14533913443818808}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,4,5,5,Expert_AI,Auto-labeled (sota)
41,d8e17534-cef7-4090-9d71-4be4fe9907d3,I am watching The Da Vinci Code . http #fashion editorials #forgetthem http via @user #magazine #photo #photography #style #curiosa (@user Modena Fiere w/ 2 others) http brrrrr!!! It's #winter time! #...,"{""open"": 0.1965714430022813, ""conscientious"": 0.13765194769661782, ""extroverted"": 0.17099051132268614, ""agreeable"": 0.15851876552851465, ""stable"": 0.11444830203738418}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,3,5,5,Expert_AI,Auto-labeled (sota)
42,b97f1cd0-d653-4a61-bd79-46ec6d10a404,"Still haven't found a clear copy of Haider ???? Yaay! Thank you ???? @user: ""@user: Still haven't found a clear copy of Haider ????"" it's on http Smart Cities http Governing Urban features and what ci...","{""open"": 0.29533887860923647, ""conscientious"": 0.17820046191252162, ""extroverted"": 0.17051147675725142, ""agreeable"": 0.09268695944748477, ""stable"": 0.09900325858648361}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,5,5,5,Expert_AI,Auto-labeled (sota)
43,dfef0bdb-0c0c-42f2-a171-0581e5552230,RT @user #FF @user - Japanese astronaut tweeting live from space. Twitpics the best pictures in the solar system! Libya starts to reconnect to net - http The Style Council / Boy who cried wolf http Re...,"{""open"": 0.2027003002019329, ""conscientious"": 0.1564700597748301, ""extroverted"": 0.17271541302435886, ""agreeable"": 0.14828323301143076, ""stable"": 0.1391963591313314}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,5,5,5,Expert_AI,Auto-labeled (sota)
44,f707b0c7-f11f-480c-b859-c38ecfa201e2,Glamour Moddel ???? had to be one lol Did she just say she wouldn't do it for free ???????????????????????????? Did you see how she kissed Uncle ???????????????? Nah I'm take her round the corner uno ...,"{""open"": 0.24521015296206036, ""conscientious"": 0.13637155409933813, ""extroverted"": 0.1661851816201712, ""agreeable"": 0.14631065506461655, ""stable"": 0.12949760991828746}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,5,5,5,Expert_AI,Auto-labeled (sota)
45,6a3addbf-f699-482d-ba2f-02248d52db95,The colleagues of our Competence Center 'The Future #Leadership Initiative' need your help to complete their Survey http Geweldig motto! :-) 'Don't ever let anyone dull your sparkle!' #LuckyGirl #Happ...,"{""open"": 0.2582435357186949, ""conscientious"": 0.19225207440949998, ""extroverted"": 0.22922058593523725, ""agreeable"": 0.18904644715406635, ""stable"": 0.2666744907300699}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,5,5,5,Expert_AI,Auto-labeled (sota)
46,e27e308c-e187-4f8d-b4cb-d845f6c9203f,"Doing a little research for a book. Tell me something, please. What, in your opinion, makes a woman ""hot?"" (P.S.... http Another book research question: what makes your spouse or significant other att...","{""open"": 0.33084928698014027, ""conscientious"": 0.22938811596356393, ""extroverted"": 0.24281480997027452, ""agreeable"": 0.14941775497502346, ""stable"": 0.16546565500814941}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,4,5,5,Expert_AI,Auto-labeled (sota)
47,7d9dd568-738c-4c6d-9074-52b6fa9f6bb6,"#Diadelperro We're liars, poor liars trying to mystify one another Society doesn't recognize this kind of felicity :D We are poetry, we are floating creatures, sometimes happy! #purapinshipartymexican...","{""open"": 0.21735384093292384, ""conscientious"": 0.15888896385313156, ""extroverted"": 0.14416669825445708, ""agreeable"": 0.12355682879774854, ""stable"": 0.10481629410423965}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,5,5,5,Expert_AI,Auto-labeled (sota)
48,99710477-8e8f-4387-b228-d8cc1ca86d17,"Seeing some people giving highest importance to 'Love', I really feel surprised. Love is the last thing in my... http All girls are same. They try so much to show off that they care that at the end of...","{""open"": 0.2595242022103242, ""conscientious"": 0.1553999945715175, ""extroverted"": 0.1502464100234694, ""agreeable"": 0.12858423035345437, ""stable"": 0.1276369139938829}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,4,5,5,Expert_AI,Auto-labeled (sota)
49,181ecaeb-78a9-4abe-94f5-08350a004af7,Time...commemorative issue http @user Great work!!!:):) I like this video by @user http I like this video by @user http I like this video by @user http @user I hope that Santos could win!!!! @user nev...,"{""open"": 0.2528488892502483, ""conscientious"": 0.17922318033343315, ""extroverted"": 0.16912969328483443, ""agreeable"": 0.15711807151889903, ""stable"": 0.16769234476147707}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,5,5,5,Expert_AI,Auto-labeled (sota)
50,c99cf020-7a0c-4809-928a-374b1ee85dd8,U2 - 11 O'Clock Tick Tock: http MoA #U2newwave U2 - I Fall Down http #U2newwave @user I see what you did there. Nothing To Be Worried About Except Everything But You - Girless & The Orphan http via @u...,"{""open"": 0.27257467439510463, ""conscientious"": 0.1273841464275469, ""extroverted"": 0.15850169285761923, ""agreeable"": 0.14001046108404022, ""stable"": 0.1583990986961891}",This personality profile is generated using machine learning analysis of the provided posts. The scores represent tendencies on a 0-1 scale.,5,5,4,Expert_AI,Auto-labeled (sota)
